contracts,employment_type,level_of_exp,location,optional_skills,os,required_skills,ua_support
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,,,['Python'],False
['full-time'],['hybrid work'],['mid'],Kraków,,,['Python'],False
['full-time'],['hybrid work'],['mid'],Gliwice,['Postman'],['Linux'],['Python'],False
['full-time'],['home office work'],['mid'],Kraków,,,['Python'],False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['Python', 'SQL']",False
['full-time'],"['home office work', 'hybrid work']","['mid', 'senior']",Kraków,"['GMock', 'Google Test']",,"['Python', 'Bash']",True
"['part time', 'full-time']",['hybrid work'],['assistant'],Warszawa,"['R Shiny', 'JavaScript', 'Python Dash', 'SQL', 'R']",['Windows'],['Python'],True
['full-time'],['home office work'],['mid'],Warszawa,,,['Python'],False
['full-time'],['hybrid work'],['mid'],Warszawa,['SQL'],,['Python'],False
['full-time'],['hybrid work'],['mid'],Dąbrowa Górnicza,"['Python', 'SQL', 'C++']",['Windows'],"['C#', '.NET']",False
['full-time'],"['hybrid work', 'full office work']","['mid', 'senior']",Warszawa,['Linux'],,['Python'],False
['full-time'],['hybrid work'],['senior'],Kraków,,,['Python'],True
['full-time'],['hybrid work'],['expert'],Warszawa,,,['Python'],False
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,"['MongoDB', 'MySQL', 'Cassandra', 'Microsoft Azure', 'PostgreSQL', 'AWS', 'Google Cloud Platform']",,"['TensorFlow', 'Docker', 'scikit-learn', 'NumPy', 'Python', 'Apache Spark', 'Pandas', 'Hadoop']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['PySpark', 'Python', 'Linux', 'C', 'PyTest']",True
['full-time'],['full office work'],['mid'],Warszawa,,,"['Jenkins', 'MongoDB', 'Docker', 'Celary', 'Python', 'SQL', 'PostgreSQL', 'spaCy', 'Pandas', 'Oracle', 'Joblib', 'Kubernetes', 'AWS']",False
['full-time'],['home office work'],['mid'],Kraków,,,"['Confluence', 'Git', 'Scala', 'TypeScript', 'noSQL', 'Postgres', 'Python', 'JavaScript', 'BigQuery', 'SQL', 'Jira', 'Bitbucket', 'Trello', 'Doobie', 'Akka']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['JavaScript', 'Python', 'React.js', 'SQL', 'Google Cloud Platform']",False
['full-time'],['home office work'],['senior'],Warszawa,"['Machine Learning', 'Cloud']",,"['GenAI', 'TensorFlow', 'Python', 'MLP', 'AI']",False
['full-time'],['home office work'],['lead'],Warszawa,,,"['JavaScript', 'Python', 'React.js', 'SQL', 'Google Cloud Platform']",False
['full-time'],['home office work'],['senior'],Warszawa,"['Palo Alto', 'Cisco', 'Docker', 'Fortinet', 'VMWare', 'Ansible', 'Check Point']",,"['Python', 'Linux', 'Networks', 'Network Security']",False
['full-time'],['hybrid work'],"['senior', 'expert']",Warszawa,"['MQTT', 'Networking', 'SD-WAN concepts', 'Terraform', 'Azure IoT', 'QUIC', 'LwM2M', 'WebTransport', 'OSI model', 'CoAP', 'Azure IoT Hub', 'HTTP3', 'Protocols', 'Open Flow Protocol', 'Kubernetes', 'AWS', 'AWS IoT Core', 'IoT']","['Windows', 'macOS', 'Linux']","['MongoDB', 'Docker', 'Low Level Linux', 'Python', 'gRPC-based APIs', 'RestAPI', 'English', 'CI/CD', 'Linux', 'HTTP', 'FastAPI']",True
['full-time'],['hybrid work'],"['mid', 'senior']",Warszawa,['Robocorp'],"['Windows', 'macOS']","['Selenium', 'pywinauto', 'Dramaturg', 'Python', 'SQL', 'Azure DevOps', 'Flet', 'Asyncio', 'Pandas', 'AWS', 'Fastapi']",False
['full-time'],['home office work'],['senior'],Kraków,"['Flask', 'Apache Pulsar', 'Django', 'Apache Kafka', 'RabbitMQ']",['Linux'],"['Kubernetes', 'Numpy', 'Docker', 'Grafana', 'Slack', 'Python', 'Jira', 'C++', 'Apache Airflow', 'Pandas', 'AWS', 'Splunk', 'C']",False
['full-time'],['home office work'],['junior'],Warszawa,"['Palo Alto', 'Juniper', 'Jenkins', 'Docker', 'GitLab', 'Fortinet', 'VMWare', 'Check Point', 'Ansible', 'Cisco']",['Linux'],"['Python', 'Linux']",False
['full-time'],['home office work'],['senior'],Warszawa,"['Palo Alto', 'Cisco', 'Docker', 'Fortinet', 'VMWare', 'Ansible', 'Check Point']",['Linux'],"['Python', 'Linux']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Warszawa,"['Flask', 'GitLab']",,"['Docker', 'Git', 'MySQL', 'Python', 'Django', 'PostgreSQL', 'PWA']",False
['full-time'],['home office work'],['junior'],Warszawa,"['VMWare', 'Docker', 'Ansible', 'GitLab']","['Windows', 'Linux']","['Python', 'Linux', 'Windows Server']",False
['full-time'],['home office work'],['mid'],Warszawa,['SQL'],,"['Python', 'Pandas', 'NumPy']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']",['expert'],Poznań,"['JavaScript', 'React.js', 'TypeScript', 'Java']",,"['Python', 'GCP']",True
['full-time'],['home office work'],['junior'],Warszawa,"['Palo Alto', 'Juniper', 'Jenkins', 'Docker', 'GitLab', 'Fortinet', 'VMWare', 'Check Point', 'Ansible', 'Cisco']",['Linux'],"['Python', 'Linux']",False
['full-time'],['hybrid work'],['senior'],Warszawa,,,"['Jenkins', 'Git', 'Python', 'Jira', 'SQL', 'Azure DevOps', 'Selenium', 'TeamCity', 'API']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']","['senior', 'expert']",Wrocław,"['Vue.js', 'Docker', 'JavaScript', 'React.js', 'AWS', 'Azure', 'Google Cloud Platform']",,"['Flask', 'Git', 'Python', 'Django', 'PostgreSQL', 'FastAPI']",False
['full-time'],"['home office work', 'hybrid work']",['mid'],Katowice,['Windows'],,"['Python', 'Jira', 'Microsoft Excel']",False
[],['hybrid work'],['senior'],Warszawa,,,"['Docker', 'AMQP', 'Git', 'Python', 'WebSocket', 'Kubernetes', 'REST', 'MySQL']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['HTML', 'Python', 'Django', 'PostgreSQL', 'CSS', 'MySQL']",False
['full-time'],['hybrid work'],['senior'],Warszawa,['AWS'],['Linux'],"['Confluence', 'Docker', 'Snowflake Data Cloud', 'Python', 'Jira', 'Unix', 'MySQL']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Jenkins', 'ElasticSearch', 'Docker', 'FluxDB', 'Ansible', 'CMake']",,['Python'],True
['full-time'],['full office work'],['mid'],Gdańsk,"['Flutter', 'MySQL', 'Linux', 'PostgreSQL', 'Microsoft Excel', 'Ubuntu']","['Windows', 'Linux']","['Python', 'Git', 'Visual Studio Code']",False
['full-time'],['home office work'],"['mid', 'senior']",Warszawa,"['AWS', 'Kubernetes']",,"['Confluence', 'Docker', 'Python', 'Jira', 'Bitbucket', 'Snowflake Data Cloud', 'TeamCity', 'MySQL']",True
['full-time'],['hybrid work'],['junior'],Poznań,,,"['Python', 'OpenStack', 'MySQL', 'Kubernetes']",False
['full-time'],['home office work'],['senior'],Kraków,,,"['Python', 'AWS']",True
['full-time'],"['hybrid work', 'full office work']",['mid'],Dąbrowa Górnicza,"['SQL', 'C++']",,"['Python', 'C#']",False
['full-time'],['full office work'],['junior'],Gliwice,,,"['Python', 'TypeScript', 'JavaScript', 'Django', 'React.js']",False
['full-time'],['home office work'],['senior'],Gdańsk,['Kubernetes'],,"['Python', 'Django', 'Docker', 'Git']",False
['full-time'],['hybrid work'],['mid'],Warszawa,"['Postgress', 'Elasticsearch', 'Microsoft SQL Server']",,"['Python', 'Django', 'MongoDB', 'React']",False
['full-time'],['home office work'],['lead'],Kraków,['Google Cloud Platform'],['macOS'],"['Docker', 'Python', 'SQL', 'Teamcity', 'Ansible', 'K8s']",False
['full-time'],['hybrid work'],['mid'],Warszawa,,,"['MongoDB', 'Docker', 'Python', 'JavaScript', 'Redis', 'PostgreSQL', 'SQL', 'React Native', 'Microsoft SQL Server']",False
['full-time'],['home office work'],['mid'],Warszawa,"['Jenkins', 'Kibana', 'Cucumber', 'Salesforce', 'TeamCity', 'Graylog']",,"['Python', 'Robot Framework', 'Selenium']",True
['full-time'],['home office work'],['mid'],Warszawa,"['Angular', 'React Native']",,"['AWS', 'Django', 'Flask', 'Python']",False
[],['home office work'],['mid'],Gdańsk,"['Flask', 'Git', 'REST']",,"['Python', 'Vue.js']",True
['full-time'],['full office work'],"['mid', 'senior']",Warszawa,"['Redis', 'Keycloak', 'Celery']",,"['Docker', 'REST API', 'Python', 'Fastapi', 'SQL', 'RabbitMQ']",False
['full-time'],"['home office work', 'hybrid work', 'full office work']",['mid'],Poznań,"['Kubernetes', 'Google Cloud Platform']",['Linux'],"['Python', 'Oracle', 'Postgres']",True
['full-time'],['home office work'],['mid'],Wrocław,['Windows'],,['Python'],False
['full-time'],['hybrid work'],['mid'],Sopot,,,"['Python', 'PySpark', 'SQL']",False
['full-time'],['home office work'],['mid'],Warszawa,,,"['Python', 'SAS']",False
['full-time'],['full office work'],['mid'],Warszawa,"['PostgreSQL', 'Docker', 'MySQL']",['Linux'],"['Python', 'Linux']",False
